CustomerID,NRIC,Name,Gender,Address,Region,Age,,,,,
1000247,S6475837N,Koh Kah Kah,Male,"Woodlands,Ave8,BLK3,#18-429",North,13,,,,,
1000248,S7943660K,Low Yee Wei,Female,"Lim Chu Kang,Ave8,BLK8,#15-1089",North,17,,,,,
1000249,S8110574A,Ong Xiao Keng,Male,"Pasir Ris,Ave3,BLK8,#9-343",East,9,,,,,
1000250,S6903659A,Soh Lian Wei,Female,"Ang Mo Kio,Ave4,BLK2,#10-1335",Northeast,34,,,,,
1000251,S8634210H,Chong Hoong Leng,Male,"Bukit Batok,Ave7,BLK7,#17-318",West,60,,,,,
1000252,S7349576F,Neo Kuan Tee,Female,"Pasir Ris,Ave9,BLK4,#13-1002",East,28,,,,,
1000253,S8857380M,Fong Chee Hock,Female,"Bukit Timah,Ave5,BLK6,#8-1516",Central,33,,,,,
1000254,S7837007S,Lee Lay Seng,Male,"Sengkang,Ave6,BLK8,#9-118",Northeast,28,,,,,
1000255,S6863674A,Lau Hock Fatt,Female,"Ang Mo Kio,Ave4,BLK5,#10-1237",Northeast,16,,,,,
1000256,S7622103Y,Soh Fook Yee,Male,"Yishun,Ave7,BLK6,#4-171",North,51,,,,,
1000257,S4522692U,Ang Yew Kek,Male,"Changi,Ave10,BLK6,#8-1641",East,75,,,,,
1000258,S6143013E,Lau How Keng,Male,"Jurong,Ave9,BLK6,#20-1244",West,42,,,,,
1000259,S6205814C,Koh Hoong Hoong,Female,"Bedok,Ave6,BLK6,#14-678",East,43,,,,,
1000260,S5067672Q,Soh Mei Hoong,Male,"Choa Chu Kang,Ave5,BLK4,#15-1751",West,69,,,,,
1000261,S4564589B,Lau Mei Choon,Male,"Tampines,Ave2,BLK10,#6-596",East,19,,,,,
1000262,S5437952F,Yong Keng Hoong,Male,"Sembawang,Ave9,BLK8,#6-849",North,66,,,,,
1000263,S6252586R,Chan Wei Wah,Male,"Bukit Timah,Ave4,BLK2,#8-468",Central,61,,,,,
1000264,S7020667I,Lau Ting Beng,Male,"Changi,Ave3,BLK4,#16-273",East,80,,,,,
1000265,S7230939Z,Lee Chun Yee,Male,"Punggol,Ave1,BLK9,#7-876",Northeast,30,,,,,
1000266,S7623652V,Yong Mun Chee,Female,"Bishan,Ave2,BLK2,#4-446",Central,12,,,,,
1000267,S4526493X,Phua Lay Fatt,Female,"Bishan,Ave2,BLK2,#4-1612",Central,84,,,,,
1000268,S5759547Y,Phua Fatt Kah,Female,"Changi,Ave2,BLK4,#14-106",East,10,,,,,
1000269,S4932612Y,Ang Choon Fook,Male,"Bukit Panjang,Ave6,BLK4,#20-1932",West,9,,,,,
1000270,S5922157J,Ang Hoong Fatt,Female,"Woodlands,Ave10,BLK1,#9-1240",North,26,,,,,
1000271,S5007924U,Goh Lan Lan,Male,"Tampines,Ave5,BLK4,#11-1980",East,41,,,,,
1000272,S7301748D,Fong Chee Mei,Male,"Jurong,Ave4,BLK9,#15-844",West,28,,,,,
1000273,S4864681Z,Wu Keng Kah,Male,"Ang Mo Kio,Ave10,BLK7,#15-744",Northeast,30,,,,,
1000274,S6158212P,Chua Wah Lian,Male,"Bukit Batok,Ave3,BLK7,#7-1414",West,86,,,,,
1000275,S6376380J,Ng Wai Wei,Female,"Boon Lay,Ave10,BLK9,#14-1471",West,64,,,,,
1000276,S6183732C,Fang Wah Ting,Female,"Bukit Batok,Ave8,BLK7,#17-1031",West,56,,,,,
1000277,S5437476C,Koh Mei Poh,Female,"Pasir Ris,Ave2,BLK6,#2-1760",East,32,,,,,
1000278,S8268420C,Chan Beng Ting,Male,"Choa Chu Kang,Ave8,BLK3,#20-1429",West,36,,,,,
1000279,S4730516V,Lee Mei Chee,Female,"Ang Mo Kio,Ave1,BLK3,#20-1046",Northeast,14,,,,,
1000280,S4525029L,Fang Chee Fatt,Female,"Boon Lay,Ave4,BLK9,#14-502",West,80,,,,,
1000281,S5702898J,Ng Kek Beng,Male,"Bukit Timah,Ave6,BLK1,#15-1827",Central,88,,,,,
1000282,S6940104Q,Teo Fatt Sun,Male,"Bukit Timah,Ave8,BLK9,#6-717",Central,59,,,,,
1000283,S8164595T,Lee Beng Fatt,Male,"Tampines,Ave6,BLK4,#19-1289",East,76,,,,,
1000284,S8492858S,Chong Hoong Mun,Male,"Punggol,Ave7,BLK6,#3-352",Northeast,16,,,,,
1000285,S8262891I,Khoo Lian How,Male,"Hougang,Ave7,BLK9,#13-1631",Northeast,90,,,,,
1000286,S7042981R,Chang Chee Beng,Male,"Sengkang,Ave8,BLK6,#16-1080",Northeast,38,,,,,
1000287,S6658243B,Chua Yew Hock,Female,"Bishan,Ave9,BLK5,#3-1715",Central,64,,,,,
1000288,S4833835O,Chen Wah Kah,Male,"Ang Mo Kio,Ave3,BLK2,#13-302",Northeast,57,,,,,
1000289,S6570079E,Wu Mun Eng,Female,"Tampines,Ave6,BLK3,#8-597",East,61,,,,,
1000290,S4923755Q,Teng Kek Wei,Male,"Bukit Merah,Ave6,BLK1,#13-1222",Central,12,,,,,
1000291,S6495897B,Soh Chee Gim,Male,"Tampines,Ave3,BLK1,#10-715",East,13,,,,,
1000292,S6501093N,Pan Chun Wah,Female,"Lim Chu Kang,Ave3,BLK6,#5-1199",North,61,,,,,
1000293,S7251766N,Wong Kah Xiao,Female,"Tampines,Ave9,BLK9,#3-1825",East,23,,,,,
1000294,S5912340P,Wong Lay Wah,Female,"Changi,Ave5,BLK9,#16-976",East,80,,,,,
1000295,S7209918E,Ng Seng Keng,Male,"Sengkang,Ave8,BLK5,#9-1810",Northeast,58,,,,,
1000296,S4791978B,Yap How Mun,Female,"Bishan,Ave2,BLK6,#5-576",Central,63,,,,,
1000297,S5168300W,Teng Kuan Chee,Female,"Yishun,Ave2,BLK3,#4-1627",North,11,,,,,
1000298,S5911761M,Yong Yew Sun,Female,"Hougang,Ave4,BLK5,#14-1598",Northeast,17,,,,,
1000299,S6195919N,Ho Hoong Gim,Female,"Ang Mo Kio,Ave1,BLK7,#14-1455",Northeast,48,,,,,
1000300,S6505476A,Koh Chee Eng,Female,"Ang Mo Kio,Ave1,BLK5,#10-1043",Northeast,88,,,,,
1000301,S8096967E,Ho Chun Seng,Female,"Bishan,Ave6,BLK10,#6-605",Central,38,,,,,
1000302,S5829561F,Wong Kah Wah,Male,"Changi,Ave3,BLK8,#14-1529",East,38,,,,,
1000303,S6128551K,Soh Chun Leng,Male,"Sembawang,Ave2,BLK10,#2-1055",North,84,,,,,
1000304,S7353833T,Koh Ting Lan,Female,"Bukit Timah,Ave3,BLK4,#6-910",Central,29,,,,,
1000305,S6870113A,Chong Wah Xiao,Female,"Bukit Timah,Ave4,BLK4,#15-1382",Central,90,,,,,
1000306,S5123644F,Wu Fook Kuan,Male,"Boon Lay,Ave5,BLK9,#16-614",West,53,,,,,
1000307,S7229048N,Ang Meng Yee,Female,"Woodlands,Ave7,BLK7,#16-1499",North,43,,,,,
1000308,S4941531Q,Neo Yue Mei,Male,"Woodlands,Ave8,BLK10,#11-1483",North,65,,,,,
1000309,S7494814T,Ng Yee Yee,Male,"Bedok,Ave8,BLK5,#17-443",East,14,,,,,
1000310,S7488651S,Tay Choon Yue,Female,"Bishan,Ave6,BLK3,#6-682",Central,80,,,,,
1000311,S7217599N,Chang Yew Wei,Female,"Ang Mo Kio,Ave1,BLK7,#15-538",Northeast,39,,,,,
1000312,S8361968U,Phua Keng Gim,Female,"Bukit Panjang,Ave4,BLK2,#17-1088",West,68,,,,,
1000313,S6228861G,Yeo Mun Wei,Male,"Sengkang,Ave6,BLK2,#19-899",Northeast,63,,,,,
1000314,S5326240T,Yap Sun Mun,Female,"Boon Lay,Ave7,BLK8,#6-1228",West,29,,,,,
1000315,S7733140M,Pang Kuan Lan,Male,"Jurong,Ave9,BLK2,#14-135",West,21,,,,,
1000316,S8791316Z,Yap Chun Tee,Female,"Choa Chu Kang,Ave7,BLK3,#14-458",West,60,,,,,
1000317,S5566739L,Fang Ting Fook,Male,"Sembawang,Ave3,BLK5,#19-1258",North,58,,,,,
1000318,S4423625G,Pan Yew Sun,Male,"Bukit Panjang,Ave3,BLK4,#19-1118",West,39,,,,,
1000319,S8545011Z,Pang Fatt Lan,Male,"Lim Chu Kang,Ave10,BLK3,#2-205",North,87,,,,,
1000320,S5055959S,Lim Yue Mun,Male,"Punggol,Ave1,BLK2,#13-1764",Northeast,25,,,,,
1000321,S5244822S,Leong Ting Yew,Female,"Punggol,Ave4,BLK8,#20-1785",Northeast,90,,,,,
1000322,S5879587I,Phua Kah Sun,Female,"Changi,Ave1,BLK6,#14-1902",East,87,,,,,
1000323,S5849171C,Chan Tee Eng,Female,"Punggol,Ave9,BLK4,#14-1226",Northeast,30,,,,,
1000324,S8770814V,Soh Lay Yue,Male,"Lim Chu Kang,Ave3,BLK4,#19-1249",North,73,,,,,
1000325,S8534871V,Khoo Chun Lian,Male,"Boon Lay,Ave3,BLK3,#9-594",West,82,,,,,
1000326,S4955949Y,Fong Fook Beng,Female,"Yishun,Ave10,BLK4,#18-1794",North,87,,,,,
1000327,S6231134Z,Ng Gim Sun,Female,"Sembawang,Ave8,BLK9,#12-108",North,9,,,,,
1000328,S7871580G,Chua Fatt Seng,Male,"Bukit Timah,Ave6,BLK2,#8-1923",Central,85,,,,,
1000329,S6687245G,Phua Ting Wai,Male,"Choa Chu Kang,Ave1,BLK1,#12-429",West,43,,,,,
1000330,S6932902S,Tay Fatt Eng,Female,"Clementi,Ave10,BLK1,#14-1290",West,38,,,,,
1000331,S6835465D,Ong Yue Wei,Female,"Bishan,Ave3,BLK7,#18-1528",Central,16,,,,,
1000332,S6508990Q,Lau Yee Fook,Female,"Woodlands,Ave3,BLK8,#10-1453",North,80,,,,,
1000333,S4769449F,Chang Yee Hock,Female,"Yishun,Ave2,BLK6,#9-1279",North,79,,,,,
1000334,S7242273R,Low How Xiao,Female,"Sengkang,Ave8,BLK3,#8-1479",Northeast,88,,,,,
1000335,S6287141L,Wu Choon Lay,Male,"Sembawang,Ave8,BLK4,#3-595",North,15,,,,,
1000336,S8795145Q,Neo Mun Meng,Male,"Yishun,Ave9,BLK1,#15-1323",North,13,,,,,
1000337,S4665384G,Teng Chun Wai,Female,"Clementi,Ave6,BLK5,#8-1778",West,51,,,,,
1000338,S5881908X,Yong Seng Sun,Male,"Tampines,Ave3,BLK9,#18-1624",East,30,,,,,
1000339,S6046564R,Phua Ting Choon,Female,"Choa Chu Kang,Ave6,BLK9,#5-991",West,55,,,,,
1000340,S6920762R,Pang Fook Lay,Male,"Jurong,Ave2,BLK2,#4-1773",West,61,,,,,
1000341,S7327620I,Teo Yue Lian,Female,"Woodlands,Ave7,BLK4,#17-1507",North,16,,,,,
1000342,S5128901M,Yap Fatt Seng,Female,"Lim Chu Kang,Ave5,BLK10,#6-1544",North,62,,,,,
1000343,S6158725I,Loh Poh Lian,Female,"Tampines,Ave2,BLK4,#19-810",East,77,,,,,
1000344,S5341838A,Fong Kek Gim,Male,"Bishan,Ave9,BLK1,#14-105",Central,29,,,,,
1000345,S5082693Y,Ng Seng Wei,Male,"Sengkang,Ave6,BLK9,#2-183",Northeast,67,,,,,
1000346,S8392351N,Pang Lian Keng,Male,"Ang Mo Kio,Ave7,BLK1,#11-1999",Northeast,89,,,,,
1000347,S8001994Z,Teo Mun Hock,Female,"Pasir Ris,Ave3,BLK8,#19-237",East,28,,,,,
1000348,S6190691K,Yong Lian Tee,Male,"Ang Mo Kio,Ave7,BLK1,#5-1421",Northeast,71,,,,,
1000349,S8742919R,Yong Kuan Kuan,Female,"Changi,Ave5,BLK7,#18-921",East,19,,,,,
1000350,S6315778D,Phua Eng Kuan,Female,"Bukit Panjang,Ave5,BLK1,#7-1912",West,82,,,,,
1000351,S5579541W,Goh Meng Keng,Female,"Yishun,Ave8,BLK4,#15-878",North,58,,,,,
1000352,S7594568Z,Ang Lian Meng,Male,"Ang Mo Kio,Ave7,BLK10,#20-795",Northeast,76,,,,,
1000353,S8425849S,Lim Seng Hock,Male,"Tampines,Ave5,BLK6,#5-699",East,22,,,,,
1000354,S6750177N,Yeo Keng Sun,Male,"Changi,Ave7,BLK9,#8-1573",East,67,,,,,
1000355,S6245356Y,Pan Leng Lian,Male,"Sembawang,Ave10,BLK6,#2-1433",North,37,,,,,
1000356,S6798145R,Teng Wah How,Male,"Punggol,Ave5,BLK8,#12-737",Northeast,25,,,,,
1000357,S8131151J,Koh Leng Choon,Male,"Tampines,Ave2,BLK3,#6-1648",East,25,,,,,
1000358,S4530946Z,Lim Tee Kah,Female,"Ang Mo Kio,Ave10,BLK2,#6-1301",Northeast,58,,,,,
1000359,S6091221A,Chen Yue Yee,Female,"Boon Lay,Ave6,BLK1,#19-1160",West,54,,,,,
1000360,S5866404V,Fang Beng Mei,Female,"Yishun,Ave10,BLK3,#3-1789",North,10,,,,,
1000361,S8243602U,Ong Ting Ting,Female,"Choa Chu Kang,Ave2,BLK10,#13-1809",West,28,,,,,
1000362,S8677663I,Pang Kuan Kek,Male,"Punggol,Ave3,BLK8,#19-1687",Northeast,41,,,,,
1000363,S8280436K,Yong Hock Eng,Male,"Bukit Merah,Ave7,BLK6,#9-1359",Central,34,,,,,
1000364,S8463133R,Wu Lian Beng,Male,"Bedok,Ave8,BLK9,#8-486",East,33,,,,,
1000365,S8533586D,Lee Fook Tee,Female,"Changi,Ave2,BLK7,#9-1538",East,85,,,,,
1000366,S8071952Z,Fong Yue Seng,Male,"Tampines,Ave2,BLK1,#17-1001",East,75,,,,,
1000367,S6487509O,Chua Fook Hoong,Male,"Lim Chu Kang,Ave8,BLK4,#15-164",North,76,,,,,
1000368,S5645063A,Chen Poh Chee,Female,"Bishan,Ave5,BLK4,#2-1736",Central,22,,,,,
1000369,S4554223A,Neo Lan Lan,Male,"Bishan,Ave6,BLK9,#13-1808",Central,40,,,,,
1000370,S6403896Y,Goh Seng Wei,Male,"Ang Mo Kio,Ave5,BLK1,#15-1578",Northeast,89,,,,,
1000371,S4795770C,Ng Meng Chee,Female,"Tampines,Ave5,BLK10,#10-1397",East,44,,,,,
1000372,S6524949R,Neo Lan Meng,Female,"Bukit Batok,Ave6,BLK9,#20-129",West,90,,,,,
1000373,S4806933M,Yong Lan Lian,Female,"Jurong,Ave8,BLK8,#9-1949",West,78,,,,,
1000374,S7824900C,Tay Wei Eng,Female,"Jurong,Ave9,BLK3,#9-624",West,37,,,,,
1000375,S5871853D,Tan Yee Meng,Female,"Sengkang,Ave5,BLK2,#17-1695",Northeast,90,,,,,
1000376,S5997985Y,Teo Sun Poh,Female,"Clementi,Ave7,BLK5,#14-1743",West,70,,,,,
1000377,S6480966N,Soh Yue Lay,Female,"Bukit Batok,Ave7,BLK10,#18-902",West,76,,,,,
1000378,S4672946I,Lim Lian Sun,Female,"Woodlands,Ave6,BLK8,#7-1303",North,9,,,,,
1000379,S4786274V,Lim Hoong Seng,Male,"Hougang,Ave6,BLK10,#16-1975",Northeast,30,,,,,
1000380,S6555537H,Chen Kek Kek,Male,"Sembawang,Ave1,BLK6,#4-1262",North,21,,,,,
1000381,S8640728N,Ho Hock Seng,Male,"Yishun,Ave1,BLK8,#13-1364",North,61,,,,,
1000382,S6022647J,Koh Hock Eng,Female,"Sembawang,Ave1,BLK2,#20-969",North,33,,,,,
1000383,S5256187S,Lau Yue Poh,Male,"Clementi,Ave9,BLK10,#9-828",West,55,,,,,
1000384,S8729857P,Khoo Poh Fook,Female,"Sembawang,Ave7,BLK5,#8-187",North,53,,,,,
1000385,S7007905B,Neo Ting Wah,Male,"Boon Lay,Ave9,BLK3,#2-185",West,34,,,,,
1000386,S5767511T,Wu Wah Sun,Male,"Changi,Ave6,BLK6,#9-1334",East,63,,,,,
1000387,S5509652W,Lim Meng Meng,Female,"Choa Chu Kang,Ave7,BLK8,#5-136",West,28,,,,,
1000388,S5708511F,Teo Chun Yee,Male,"Lim Chu Kang,Ave10,BLK8,#6-1824",North,8,,,,,
1000389,S6022821X,Soh Poh Hock,Male,"Woodlands,Ave2,BLK7,#13-1499",North,47,,,,,
1000390,S8339105E,Yong Keng Lay,Female,"Choa Chu Kang,Ave3,BLK8,#14-1518",West,39,,,,,
1000391,S7698850G,Yeo How Lian,Male,"Hougang,Ave3,BLK7,#15-356",Northeast,37,,,,,
1000392,S8006234S,Chen Poh Tee,Female,"Sengkang,Ave10,BLK1,#19-1550",Northeast,78,,,,,
1000393,S5626126F,Phua Kek Tee,Female,"Bishan,Ave4,BLK5,#13-141",Central,50,,,,,
1000394,S8516172U,Chen Leng Poh,Male,"Ang Mo Kio,Ave10,BLK5,#9-612",Northeast,86,,,,,
1000395,S4822094M,Tay Gim Hock,Male,"Woodlands,Ave10,BLK2,#20-424",North,82,,,,,
1000396,S7371589J,Tay Hoong Chee,Female,"Bukit Timah,Ave3,BLK8,#4-1797",Central,27,,,,,
1000397,S8555680Z,Ong Eng Lay,Male,"Boon Lay,Ave10,BLK5,#18-1851",West,63,,,,,
1000398,S8057332Y,Neo Tee Yue,Female,"Bukit Batok,Ave3,BLK8,#17-1709",West,32,,,,,
1000399,S6008747V,Yap Yee Sun,Female,"Yishun,Ave5,BLK7,#15-419",North,52,,,,,
1000400,S5383763C,Lim Xiao Leng,Female,"Bishan,Ave9,BLK7,#9-1879",Central,23,,,,,
1000401,S6105919S,Tay Chun Lan,Female,"Yishun,Ave1,BLK9,#17-1229",North,69,,,,,
1000402,S8534644N,Chang Poh How,Female,"Bedok,Ave10,BLK8,#13-1365",East,73,,,,,
1000403,S6077537T,Pan Hock Kah,Male,"Yishun,Ave9,BLK2,#2-1531",North,11,,,,,
1000404,S5175448T,Fong Mun Ting,Male,"Pasir Ris,Ave7,BLK4,#7-1873",East,89,,,,,
1000405,S8007509Z,Teng Yew Wai,Female,"Jurong,Ave7,BLK3,#17-1155",West,78,,,,,
1000406,S5732257S,Chen Kah How,Male,"Bukit Batok,Ave10,BLK8,#20-1225",West,24,,,,,
1000407,S6790492I,Yong Wai Lay,Female,"Sembawang,Ave9,BLK4,#4-1833",North,18,,,,,
1000408,S8598668M,Chong Sun Lian,Male,"Bukit Batok,Ave5,BLK5,#10-426",West,50,,,,,
1000409,S7786380P,Ong Wah Yee,Male,"Bukit Panjang,Ave7,BLK2,#16-475",West,42,,,,,
1000410,S7756928H,Tay Mun Fatt,Female,"Tampines,Ave2,BLK7,#4-1536",East,60,,,,,
1000411,S8332506S,Low Xiao Choon,Male,"Choa Chu Kang,Ave9,BLK3,#19-751",West,35,,,,,
1000412,S4781018S,Lau Wah Seng,Male,"Bishan,Ave5,BLK2,#17-1659",Central,33,,,,,
1000413,S8114179C,Teo Hock Wei,Female,"Changi,Ave2,BLK6,#18-1718",East,58,,,,,
1000414,S4572009A,Yong Wah Hoong,Male,"Sengkang,Ave3,BLK2,#12-1104",Northeast,58,,,,,
1000415,S5619036E,Chua Meng Wei,Female,"Changi,Ave7,BLK9,#10-1031",East,21,,,,,
1000416,S8331292D,Lee Beng Mun,Female,"Tampines,Ave5,BLK6,#5-1333",East,60,,,,,
1000417,S4401527V,Koh Seng Kuan,Female,"Sembawang,Ave9,BLK6,#12-946",North,77,,,,,
1000418,S7340334R,Wu Wah Seng,Female,"Boon Lay,Ave3,BLK10,#17-136",West,62,,,,,
1000419,S8375395K,Teo Yee Poh,Female,"Ang Mo Kio,Ave5,BLK8,#3-1892",Northeast,52,,,,,
1000420,S6910059W,Yeo Hoong Poh,Female,"Sengkang,Ave1,BLK4,#13-1294",Northeast,18,,,,,
1000421,S7723452Z,Fong Poh Kek,Female,"Boon Lay,Ave8,BLK9,#7-1212",West,82,,,,,
1000422,S8219471W,Pang Fook Wai,Female,"Jurong,Ave2,BLK9,#6-875",West,86,,,,,
1000423,S6399329B,Yong Xiao Eng,Male,"Bukit Merah,Ave10,BLK8,#16-1115",Central,36,,,,,
1000424,S6849509H,Goh Yew Wei,Male,"Jurong,Ave7,BLK1,#10-317",West,24,,,,,
1000425,S6189081S,Pan Chee Hoong,Male,"Bukit Merah,Ave5,BLK10,#6-1268",Central,90,,,,,
1000426,S6114630S,Lau Seng Wai,Female,"Bukit Merah,Ave5,BLK4,#7-184",Central,41,,,,,
1000427,S4987016Z,Goh Meng Tee,Male,"Jurong,Ave6,BLK4,#3-326",West,11,,,,,
1000428,S7452671I,Lee Fook Yee,Female,"Bukit Batok,Ave2,BLK3,#6-1424",West,33,,,,,
1000429,S6503855V,Ho Choon Wei,Female,"Pasir Ris,Ave5,BLK9,#17-791",East,87,,,,,
1000430,S7299746U,Yap Lay Wah,Female,"Boon Lay,Ave8,BLK1,#11-1977",West,11,,,,,
1000431,S8064338H,Leong Tee Wah,Male,"Tampines,Ave4,BLK10,#13-1163",East,83,,,,,
1000432,S6785814R,Lau Chee Gim,Male,"Woodlands,Ave9,BLK4,#13-411",North,75,,,,,
1000433,S4904946R,Yong Ting Beng,Female,"Hougang,Ave6,BLK4,#9-222",Northeast,10,,,,,
1000434,S5613387T,Chen Kuan Lian,Male,"Ang Mo Kio,Ave9,BLK5,#9-1845",Northeast,66,,,,,
1000435,S7367305A,Chan Wai Lian,Male,"Tampines,Ave1,BLK3,#2-1585",East,37,,,,,
1000436,S4882813W,Fang Mei Lay,Female,"Pasir Ris,Ave1,BLK1,#4-210",East,64,,,,,
1000437,S4587073J,Khoo Mun Beng,Male,"Jurong,Ave2,BLK3,#2-1512",West,27,,,,,
1000438,S8875277F,Ng Lay Tee,Male,"Boon Lay,Ave3,BLK8,#7-227",West,53,,,,,
1000439,S7519255K,Phua Tee Lian,Male,"Hougang,Ave3,BLK10,#12-991",Northeast,34,,,,,
1000440,S5390713F,Ong Keng Wah,Female,"Boon Lay,Ave6,BLK8,#3-1811",West,62,,,,,
1000441,S7529494A,Wu Chun Wah,Female,"Sengkang,Ave7,BLK5,#10-1044",Northeast,54,,,,,
1000442,S5566199E,Goh Xiao Lay,Female,"Tampines,Ave4,BLK8,#10-495",East,27,,,,,
1000443,S7622049X,Loh Chee Lian,Male,"Choa Chu Kang,Ave9,BLK3,#18-275",West,18,,,,,
1000444,S8364182T,Lau Lan Seng,Female,"Sembawang,Ave8,BLK8,#10-967",North,35,,,,,
1000445,S4430272P,Lau Xiao Chee,Female,"Sembawang,Ave9,BLK10,#12-893",North,26,,,,,
1000446,S6342405R,Yap Lan Mei,Male,"Choa Chu Kang,Ave7,BLK4,#19-149",West,89,,,,,
1000447,S5027678Q,Soh Hoong Meng,Female,"Boon Lay,Ave6,BLK10,#4-565",West,12,,,,,
1000448,S7801758P,Pan Poh Keng,Male,"Bukit Timah,Ave9,BLK4,#4-1569",Central,67,,,,,
1000449,S8527265T,Phua Choon How,Male,"Bedok,Ave2,BLK9,#8-115",East,82,,,,,
1000450,S4750217F,Goh Xiao Chun,Female,"Sembawang,Ave7,BLK6,#16-1923",North,66,,,,,
1000451,S8620198F,Neo Beng Lay,Female,"Bukit Panjang,Ave2,BLK5,#6-1636",West,12,,,,,
1000452,S4968504P,Wong Ting Lay,Male,"Bukit Timah,Ave4,BLK9,#19-1807",Central,7,,,,,
1000453,S6233476V,Yong Seng Xiao,Female,"Woodlands,Ave9,BLK1,#7-723",North,45,,,,,
1000454,S5237665V,Chua Mun Lan,Female,"Punggol,Ave1,BLK7,#16-433",Northeast,81,,,,,
1000455,S4715819C,Neo Yew Yee,Female,"Ang Mo Kio,Ave7,BLK3,#9-895",Northeast,30,,,,,
1000456,S4754083Z,Teng Mun Hoong,Female,"Bukit Panjang,Ave8,BLK6,#15-1513",West,75,,,,,
1000457,S7534597R,Low Hock Lan,Male,"Punggol,Ave4,BLK10,#16-988",Northeast,81,,,,,
1000458,S7972691O,Neo Lan Leng,Female,"Bukit Batok,Ave3,BLK5,#18-241",West,33,,,,,
1000459,S8298403G,Ong Yue Poh,Male,"Choa Chu Kang,Ave9,BLK4,#8-1107",West,79,,,,,
1000460,S4722613L,Chen Lay Choon,Male,"Bukit Batok,Ave2,BLK9,#19-1984",West,85,,,,,
1000461,S4503276T,Yap Leng Wei,Male,"Jurong,Ave7,BLK2,#6-1197",West,26,,,,,
1000462,S4704975U,Yap Yee Fatt,Female,"Yishun,Ave10,BLK7,#12-1367",North,7,,,,,
1000463,S7149277A,Yeo Yew Fook,Female,"Lim Chu Kang,Ave8,BLK1,#17-264",North,47,,,,,
1000464,S5914436U,Lee Wei Choon,Male,"Hougang,Ave10,BLK5,#16-1986",Northeast,50,,,,,
1000465,S8021963X,Fong Mun Wei,Female,"Clementi,Ave3,BLK4,#10-1133",West,84,,,,,
1000466,S5009662I,Fang Kah Fook,Female,"Bukit Timah,Ave7,BLK2,#9-1749",Central,38,,,,,
1000467,S4750237C,Chang Sun Wei,Male,"Ang Mo Kio,Ave9,BLK7,#20-1145",Northeast,18,,,,,
1000468,S8279340V,Tan Chee Kek,Male,"Bukit Merah,Ave3,BLK3,#4-201",Central,43,,,,,
1000469,S6777504X,Tan Wai Eng,Female,"Jurong,Ave8,BLK7,#8-842",West,48,,,,,
1000470,S6138836V,Yeo Mun Yee,Female,"Ang Mo Kio,Ave5,BLK5,#4-1402",Northeast,50,,,,,
1000471,S6496452F,Tan Lay Poh,Male,"Hougang,Ave1,BLK9,#7-774",Northeast,8,,,,,
1000472,S8127508V,Neo Wah Tee,Female,"Bukit Panjang,Ave3,BLK4,#14-1566",West,23,,,,,
1000473,S4718742S,Chua Yue Meng,Female,"Yishun,Ave2,BLK10,#13-1183",North,44,,,,,
1000474,S7650253P,Yeo Hoong Yue,Male,"Sengkang,Ave6,BLK9,#12-324",Northeast,67,,,,,
1000475,S7244744U,Pan Poh Mei,Male,"Clementi,Ave1,BLK1,#14-593",West,61,,,,,
1000476,S4499885G,Teng Chee Poh,Female,"Clementi,Ave9,BLK8,#2-1712",West,85,,,,,
1000477,S8881904R,Ng Eng Wei,Male,"Jurong,Ave9,BLK8,#14-852",West,38,,,,,
1000478,S8580743L,Pan Mei Wei,Male,"Punggol,Ave9,BLK9,#18-325",Northeast,61,,,,,
1000479,S8662922S,Yap How Chun,Male,"Ang Mo Kio,Ave7,BLK5,#15-120",Northeast,33,,,,,
1000480,S7952269B,Soh Chun Hoong,Male,"Yishun,Ave9,BLK6,#4-541",North,24,,,,,
1000481,S6191893C,Soh Lan Meng,Male,"Yishun,Ave4,BLK7,#20-1197",North,82,,,,,
1000482,S6783284N,Soh Hock Lian,Female,"Pasir Ris,Ave4,BLK1,#18-703",East,78,,,,,
1000483,S6584907B,Tan Leng Mei,Female,"Bishan,Ave10,BLK7,#9-1038",Central,32,,,,,
1000484,S6526703D,Low Leng Meng,Male,"Choa Chu Kang,Ave10,BLK7,#6-715",West,17,,,,,
1000485,S5599270Z,Ho Mun Tee,Female,"Woodlands,Ave7,BLK10,#8-1744",North,23,,,,,
1000486,S7765511D,Goh Seng Yee,Female,"Ang Mo Kio,Ave1,BLK2,#12-1774",Northeast,14,,,,,
1000487,S5954310S,Ang Tee Hock,Female,"Bishan,Ave8,BLK9,#4-1362",Central,35,,,,,
1000488,S5899851H,Loh Tee Mei,Male,"Pasir Ris,Ave10,BLK10,#20-1950",East,88,,,,,
1000489,S4878172C,Khoo Kah Seng,Female,"Clementi,Ave7,BLK6,#7-684",West,85,,,,,
1000490,S4737392O,Chang Mun Beng,Female,"Sembawang,Ave2,BLK4,#20-1618",North,68,,,,,
1000491,S6289726N,Leong Hock Beng,Male,"Woodlands,Ave2,BLK8,#7-773",North,32,,,,,
1000492,S5396581T,Wong Hoong Beng,Male,"Woodlands,Ave10,BLK5,#13-1078",North,52,,,,,
1000493,S8408464E,Ang Meng Keng,Male,"Pasir Ris,Ave1,BLK5,#18-651",East,66,,,,,
1000494,S5096829P,Phua Kek Fatt,Female,"Yishun,Ave5,BLK8,#5-670",North,83,,,,,
